sentence,aspect,description,input_text,label
fom dáng đẹp chất liệu đẹp nhưng cạp quần rất kì rộng,giao_hang,ship giao hàng vận chuyển giao lâu,fom dáng đẹp chất liệu đẹp nhưng cạp quần rất kì rộng [SEP] ship giao hàng vận chuyển giao lâu,0
"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ.",kieu_dang,kiểu dáng form thiết kế mẫu,"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ. [SEP] kiểu dáng form thiết kế mẫu",0
"quần khá mỏng, đường may sơ sài, còn thua cả quần chợ 140k nữa, với mức giá này không hợp lý lắm, bù lại thái độ phục vụ của cửa hàng tốt nên cộng thêm 2",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"quần khá mỏng, đường may sơ sài, còn thua cả quần chợ 140k nữa, với mức giá này không hợp lý lắm, bù lại thái độ phục vụ của cửa hàng tốt nên cộng thêm 2 [SEP] chất lượng tốt xấu thất vọng hài lòng",0
"lưng quần hơi to, vải đẹp mát, mình đặt kích cỡ 28 mà lưng quần hơi to, mọi người nếu mua nên đặt lùi lại 1 2 kích cỡ so với kích cỡ quần của mình",gia_cong,đường may gia công chỉ may,"lưng quần hơi to, vải đẹp mát, mình đặt kích cỡ 28 mà lưng quần hơi to, mọi người nếu mua nên đặt lùi lại 1 2 kích cỡ so với kích cỡ quần của mình [SEP] đường may gia công chỉ may",0
"mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí",kieu_dang,kiểu dáng form thiết kế mẫu,"mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí [SEP] kiểu dáng form thiết kế mẫu",1
"kích cỡ 30 rộng phần eo  mình mặc mà bị tuột không à, mà lỡ xé mác rồi nên hong trả hàng được. ai eo nhỏ thì nên đặt lùi 1 kích cỡ nha. quần đứng kiểu dáng",uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,"kích cỡ 30 rộng phần eo  mình mặc mà bị tuột không à, mà lỡ xé mác rồi nên hong trả hàng được. ai eo nhỏ thì nên đặt lùi 1 kích cỡ nha. quần đứng kiểu dáng [SEP] uy tín shop cửa hàng đáng tin",0
"mua quần ống rộng, cũng.mong ước các kiểu lúc hàng về thất vọng tràn bờ đê, quần như cái quần tây bth ống quần còn ôm.chân nửa thấy đánh giá ổn nên mua mà giờ vậy cũng kb nói sao, nch vải thì tốt tạm đánh giá 4 sao cho việc vải ổn",doi_tra,đổi trả hoàn tiền bảo hành,"mua quần ống rộng, cũng.mong ước các kiểu lúc hàng về thất vọng tràn bờ đê, quần như cái quần tây bth ống quần còn ôm.chân nửa thấy đánh giá ổn nên mua mà giờ vậy cũng kb nói sao, nch vải thì tốt tạm đánh giá 4 sao cho việc vải ổn [SEP] đổi trả hoàn tiền bảo hành",0
"lần đầu tiên mua but đã cho mình cảm giác rất thất vọng, sản phẩm đặt mua từ 11 11 sale tới giờ vẫn chưa nhận được hàng , nhắn tin với cửa hàng mà chưa thấy cửa hàng hoàn sản phẩm khác cho mình. hoàn toàn không có lần sau",dong_goi,đóng gói bao bì đóng hộp,"lần đầu tiên mua but đã cho mình cảm giác rất thất vọng, sản phẩm đặt mua từ 11 11 sale tới giờ vẫn chưa nhận được hàng , nhắn tin với cửa hàng mà chưa thấy cửa hàng hoàn sản phẩm khác cho mình. hoàn toàn không có lần sau [SEP] đóng gói bao bì đóng hộp",0
"rõ đặt theo bảng mà về như bơi trong quần, chỉ thừa nhiều vài chỗ còn may hỏng nhưng giao hàng nhanh và vừa túi tiền lên vẫn ủng hộ cửa hàng ❤️",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"rõ đặt theo bảng mà về như bơi trong quần, chỉ thừa nhiều vài chỗ còn may hỏng nhưng giao hàng nhanh và vừa túi tiền lên vẫn ủng hộ cửa hàng ❤️ [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",0
eo nhỏ hơn cái lần trước đặt làm mình mặc không vừa giảm kích cỡ bụng mà chạ báo gì cả,do_ben,độ bền bền rách bung hỏng,eo nhỏ hơn cái lần trước đặt làm mình mặc không vừa giảm kích cỡ bụng mà chạ báo gì cả [SEP] độ bền bền rách bung hỏng,0
muaa ở cửa hàng hai lầnnn rồiii mà lần nào cũng rất lâuuu sp thì tạm ổnn do đường may nên làm dáng qần hơii kì,chat_luong,chất lượng tốt xấu thất vọng hài lòng,muaa ở cửa hàng hai lầnnn rồiii mà lần nào cũng rất lâuuu sp thì tạm ổnn do đường may nên làm dáng qần hơii kì [SEP] chất lượng tốt xấu thất vọng hài lòng,1
chất lượng khoá kéo rất xấu mua 4 cái mà 2 cái mặc vài lần đã hỏng khoá kéo.,giao_hang,ship giao hàng vận chuyển giao lâu,chất lượng khoá kéo rất xấu mua 4 cái mà 2 cái mặc vài lần đã hỏng khoá kéo. [SEP] ship giao hàng vận chuyển giao lâu,0
"quần vải dày dặn, giao hàng nhanh, hôm qua đặt hôm nay có hàng lun nha😉",chat_lieu,vải chất liệu vải thun cotton jean kaki,"quần vải dày dặn, giao hàng nhanh, hôm qua đặt hôm nay có hàng lun nha😉 [SEP] vải chất liệu vải thun cotton jean kaki",1
"chất vải tốt mình mua cho người yêu và nghe theo tư vấn của cửa hàng thì kích cỡ không vừa lắm, phải mang ra tiệm sửa lại cỡ bụng",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"chất vải tốt mình mua cho người yêu và nghe theo tư vấn của cửa hàng thì kích cỡ không vừa lắm, phải mang ra tiệm sửa lại cỡ bụng [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp",doi_tra,đổi trả hoàn tiền bảo hành,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp [SEP] đổi trả hoàn tiền bảo hành",0
"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu",kieu_dang,kiểu dáng form thiết kế mẫu,"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu [SEP] kiểu dáng form thiết kế mẫu",0
chất liệu vải đểu may đểu một sao,do_ben,độ bền bền rách bung hỏng,chất liệu vải đểu may đểu một sao [SEP] độ bền bền rách bung hỏng,0
"mua lần đầu thì tốt nhưng mua cái t2 thì rất không có giãn, bám bụi. dù mua đúng loại cũ. chắc do săn sale được giá rẻ nên gửi hàng đểu à",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"mua lần đầu thì tốt nhưng mua cái t2 thì rất không có giãn, bám bụi. dù mua đúng loại cũ. chắc do săn sale được giá rẻ nên gửi hàng đểu à [SEP] chất lượng tốt xấu thất vọng hài lòng",1
mua quần kích cỡ 28 đưa quần kích cỡ 29 rất là sad mà mình thấy rất nhiều người phàn nàn vấn đề này,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,mua quần kích cỡ 28 đưa quần kích cỡ 29 rất là sad mà mình thấy rất nhiều người phàn nàn vấn đề này [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
ở trên live đã hỏi cao m76 nặng 75kh eo 87 tư vấn kích cỡ 33 bảo là yên tâm chắc chắn vừa giờ nhận được hàng mặc thử thì rất chật cố cắt cái cút nới ra hết cỡ vẫn chật chán cửa hàng tư vấn chán vkl giờ mặc không vừa bỏ thôi chứ làm gì được,gia_ca,giá giá tiền mắc rẻ,ở trên live đã hỏi cao m76 nặng 75kh eo 87 tư vấn kích cỡ 33 bảo là yên tâm chắc chắn vừa giờ nhận được hàng mặc thử thì rất chật cố cắt cái cút nới ra hết cỡ vẫn chật chán cửa hàng tư vấn chán vkl giờ mặc không vừa bỏ thôi chứ làm gì được [SEP] giá giá tiền mắc rẻ,0
hàng đẹp chất lượng tốt so vơia giá tiền nhưng bị dơ giao hàng nhanh,gia_cong,đường may gia công chỉ may,hàng đẹp chất lượng tốt so vơia giá tiền nhưng bị dơ giao hàng nhanh [SEP] đường may gia công chỉ may,1
"mua nguyên 1 sét này luôn cả áo với quần kêta hợp đẹp ,mặc vừa mà tôn dáng lắm í ,chất vải đẹp rất ít chỉ thừa ,ưng rất cửa hàng ạ ,cảm ơn cửa hàng nhiều😚😘😘😘😘😘😘😜😜😜😜😜😜😜😜",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"mua nguyên 1 sét này luôn cả áo với quần kêta hợp đẹp ,mặc vừa mà tôn dáng lắm í ,chất vải đẹp rất ít chỉ thừa ,ưng rất cửa hàng ạ ,cảm ơn cửa hàng nhiều😚😘😘😘😘😘😘😜😜😜😜😜😜😜😜 [SEP] chất lượng tốt xấu thất vọng hài lòng",0
"đóng gói sp chắc chắn, giao hàng nhanh, vải quần dày from tạm. 3 sao cho quần kem cẩu thả tới mức gấu quần tuột chỉ như vậy mà cũng gửi cho khách được thất vọng định trả hàng nhưng thôi chắc không có lần sau.",chat_lieu,vải chất liệu vải thun cotton jean kaki,"đóng gói sp chắc chắn, giao hàng nhanh, vải quần dày from tạm. 3 sao cho quần kem cẩu thả tới mức gấu quần tuột chỉ như vậy mà cũng gửi cho khách được thất vọng định trả hàng nhưng thôi chắc không có lần sau. [SEP] vải chất liệu vải thun cotton jean kaki",1
"cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm.",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm. [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",0
"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup",gia_cong,đường may gia công chỉ may,"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup [SEP] đường may gia công chỉ may",1
"hàng về nhanh, quần mặc vừa vặn đúng với cửa hàng tư vấn, túi quần rộng để đthoai thoải mái, dịch vụ bên cửa hàng rất nhiệt tình, mọi người nên mua nhé",giao_hang,ship giao hàng vận chuyển giao lâu,"hàng về nhanh, quần mặc vừa vặn đúng với cửa hàng tư vấn, túi quần rộng để đthoai thoải mái, dịch vụ bên cửa hàng rất nhiệt tình, mọi người nên mua nhé [SEP] ship giao hàng vận chuyển giao lâu",1
"chất lượng thì mới mang 1 lần đi làm văn phòng thôi đã bị rách hoặc rách sẵn mà mình không để ý, phải đi may lại khá phiền. vẫn sẽ mua lại gì kiểu dáng hợp với mình nên mong cửa hàng cải thiện đường may",do_ben,độ bền bền rách bung hỏng,"chất lượng thì mới mang 1 lần đi làm văn phòng thôi đã bị rách hoặc rách sẵn mà mình không để ý, phải đi may lại khá phiền. vẫn sẽ mua lại gì kiểu dáng hợp với mình nên mong cửa hàng cải thiện đường may [SEP] độ bền bền rách bung hỏng",1
"so với lần đầu thì lần này chất liệu không được tốt 👌 kích cỡ 29 nhưng mà mình lấy đo với quần cũ trước mua thì nhỏ và hẹp hơn, khá là thất vọng : 133k cos phải là rẻ đâu ạ : đóng gói thì sơ sài.",dong_goi,đóng gói bao bì đóng hộp,"so với lần đầu thì lần này chất liệu không được tốt 👌 kích cỡ 29 nhưng mà mình lấy đo với quần cũ trước mua thì nhỏ và hẹp hơn, khá là thất vọng : 133k cos phải là rẻ đâu ạ : đóng gói thì sơ sài. [SEP] đóng gói bao bì đóng hộp",1
"quần cửa hàng tư vấn nhầm kích cỡ kích cỡ 29 mặc rất dài mua về làm dẻ lau nhà à, không mặc được, cho đổi đơn ngoài thì sửa đánh giá.",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"quần cửa hàng tư vấn nhầm kích cỡ kích cỡ 29 mặc rất dài mua về làm dẻ lau nhà à, không mặc được, cho đổi đơn ngoài thì sửa đánh giá. [SEP] chất lượng tốt xấu thất vọng hài lòng",0
chất vải khá ổn tuy nhiên đặt cùng kích cỡ 29 mà 1c rất bó. 1c vừa.1c rộng 1m68. 63kg. bình thường mặc kích cỡ 30 nhưng sợ rộng đặt lùi về 1 kích cỡ mà toang. theo mình nghĩ đây có thể là lỗi bên nhà sx .,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,chất vải khá ổn tuy nhiên đặt cùng kích cỡ 29 mà 1c rất bó. 1c vừa.1c rộng 1m68. 63kg. bình thường mặc kích cỡ 30 nhưng sợ rộng đặt lùi về 1 kích cỡ mà toang. theo mình nghĩ đây có thể là lỗi bên nhà sx . [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
"giao hàng nhanh,chất liệu vải mềm không đứng from,kiểu như thun với rất nhung á,from xấu nói chung giá này thì cũng không tới nỗi bức xúc nhưng chắc tướng ai đẹp lắm mua về đi sửa lại mặc chắc đẹp",giao_hang,ship giao hàng vận chuyển giao lâu,"giao hàng nhanh,chất liệu vải mềm không đứng from,kiểu như thun với rất nhung á,from xấu nói chung giá này thì cũng không tới nỗi bức xúc nhưng chắc tướng ai đẹp lắm mua về đi sửa lại mặc chắc đẹp [SEP] ship giao hàng vận chuyển giao lâu",1
"quần ống rất rộng , y như quần bị lỗi ống như cái bao đóng gói không kĩ được cái shippo nhiệt tình",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"quần ống rất rộng , y như quần bị lỗi ống như cái bao đóng gói không kĩ được cái shippo nhiệt tình [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc,gia_cong,đường may gia công chỉ may,cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc [SEP] đường may gia công chỉ may,1
"dài rộng, mặc lên kiểu dáng xấu không hợp với mình",kieu_dang,kiểu dáng form thiết kế mẫu,"dài rộng, mặc lên kiểu dáng xấu không hợp với mình [SEP] kiểu dáng form thiết kế mẫu",1
"chất liệu vải thiết kế không giống như trước nữa, đã mua 3 lần và lần này thật sự thất vọng.",doi_tra,đổi trả hoàn tiền bảo hành,"chất liệu vải thiết kế không giống như trước nữa, đã mua 3 lần và lần này thật sự thất vọng. [SEP] đổi trả hoàn tiền bảo hành",0
kích cỡ 28 cho người 1 tạ,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,kích cỡ 28 cho người 1 tạ [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
cửa hàng làm ăn kì cục gửi hàng bị bung chỉ bị dơ bị bung chỉ ngay chỗ dây kéo thì sao mặc được nữa. nhấn trả hàng thì shiper không đến lấy trả hàng 2 3 lần cũng không được. còn bị gửi mail người bán khiếu nại trả hàng không đủ chứng cứ. chán thật sự trong khi mình mua tặng người khác: mà hàng thì cứ như này,doi_tra,đổi trả hoàn tiền bảo hành,cửa hàng làm ăn kì cục gửi hàng bị bung chỉ bị dơ bị bung chỉ ngay chỗ dây kéo thì sao mặc được nữa. nhấn trả hàng thì shiper không đến lấy trả hàng 2 3 lần cũng không được. còn bị gửi mail người bán khiếu nại trả hàng không đủ chứng cứ. chán thật sự trong khi mình mua tặng người khác: mà hàng thì cứ như này [SEP] đổi trả hoàn tiền bảo hành,1
lúc trước cách đây 4th mua kích cỡ 35 mặc rất tốt mà h đặt lại thì chật nức,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,lúc trước cách đây 4th mua kích cỡ 35 mặc rất tốt mà h đặt lại thì chật nức [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
"sản phẩm giao nhanh, với giá 160k thì sản phẩm này gọi là tạm chấp nhận được chứ mà bán với giá gốc 300 cành thì quần này rất xấu quần chỉ thừa rất nhiều. chất lượng hoàn thiện chưa cao, không ai nói đây là hàng cao cấp cả, chỉ là quần thường thôi, đường may xấu không đều",uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,"sản phẩm giao nhanh, với giá 160k thì sản phẩm này gọi là tạm chấp nhận được chứ mà bán với giá gốc 300 cành thì quần này rất xấu quần chỉ thừa rất nhiều. chất lượng hoàn thiện chưa cao, không ai nói đây là hàng cao cấp cả, chỉ là quần thường thôi, đường may xấu không đều [SEP] uy tín shop cửa hàng đáng tin",0
sản phảm còn nhìu chỉ thừa mua lần 1 quần màu đen khá ưng mà lần 2 mua màu xám thấy quần rất mỏng không được như mong đợi,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,sản phảm còn nhìu chỉ thừa mua lần 1 quần màu đen khá ưng mà lần 2 mua màu xám thấy quần rất mỏng không được như mong đợi [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,0
"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình",gia_cong,đường may gia công chỉ may,"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình [SEP] đường may gia công chỉ may",1
"đường may chuẩn , ít chỉ thừa , chất liệu ổn, tuy nhiên màu không được sáng như trong live , màu hơi tối. cửa hàng tư vấn kích cỡ đúng",chat_lieu,vải chất liệu vải thun cotton jean kaki,"đường may chuẩn , ít chỉ thừa , chất liệu ổn, tuy nhiên màu không được sáng như trong live , màu hơi tối. cửa hàng tư vấn kích cỡ đúng [SEP] vải chất liệu vải thun cotton jean kaki",1
"giao hàng siêu nhanh, nhưng nhắn nhờ cửa hàng cắt ngắn giúp, cửa hàng trả lời tốt rồi mà lúc nhận vẫn chưa cắt, đây là lần thứ 2 mình bị như vậy rồi.",uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,"giao hàng siêu nhanh, nhưng nhắn nhờ cửa hàng cắt ngắn giúp, cửa hàng trả lời tốt rồi mà lúc nhận vẫn chưa cắt, đây là lần thứ 2 mình bị như vậy rồi. [SEP] uy tín shop cửa hàng đáng tin",0
quần mặc lần đầu tiên đã thấy sổ vải ra có vẻ bị sổ vải từ trước do mua về gần 2 tuần sau mới mặc nên mới để ý thấy kiểu dáng đẹp quần tốt,gia_cong,đường may gia công chỉ may,quần mặc lần đầu tiên đã thấy sổ vải ra có vẻ bị sổ vải từ trước do mua về gần 2 tuần sau mới mặc nên mới để ý thấy kiểu dáng đẹp quần tốt [SEP] đường may gia công chỉ may,1
gửi về đổi kích cỡ quần mà bị bùng luôn ạ,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,gửi về đổi kích cỡ quần mà bị bùng luôn ạ [SEP] uy tín shop cửa hàng đáng tin,1
"đường may kém, nhưng cửa hàng bảo do mình mông to rất nên bị rạch vậy mặc dù quần rộng . cửa hàng bán quần áo mà lật mặt nhanh hơn bánh tráng nướng 😂😂 còn xúc phạm ng ta đòi tiền cửa hàng nữa.",gia_cong,đường may gia công chỉ may,"đường may kém, nhưng cửa hàng bảo do mình mông to rất nên bị rạch vậy mặc dù quần rộng . cửa hàng bán quần áo mà lật mặt nhanh hơn bánh tráng nướng 😂😂 còn xúc phạm ng ta đòi tiền cửa hàng nữa. [SEP] đường may gia công chỉ may",1
"nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn .",chat_lieu,vải chất liệu vải thun cotton jean kaki,"nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn . [SEP] vải chất liệu vải thun cotton jean kaki",1
"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup",gia_ca,giá giá tiền mắc rẻ,"r thừa khá nhiều, gia công kém, bảng kích cỡ không chuẩn và hơn nữa là chất khá đểu. cửa hàng không sup [SEP] giá giá tiền mắc rẻ",0
"đóng gói cản thận,vải cũng ok.nhưng em khuyên mọi người nên lựa chọn kích cỡ cẩn thận 1 chút.em cao m70 73kg mà lấy kích cỡ 34 rồi còn bị kích phải đem sửa.shop có kêu trả hàng mà ấn nhận r thôi thì 3 vì cửa hàng cũng có đưa ra ý kiến là trả hàng với chất vải cũng tốt",dong_goi,đóng gói bao bì đóng hộp,"đóng gói cản thận,vải cũng ok.nhưng em khuyên mọi người nên lựa chọn kích cỡ cẩn thận 1 chút.em cao m70 73kg mà lấy kích cỡ 34 rồi còn bị kích phải đem sửa.shop có kêu trả hàng mà ấn nhận r thôi thì 3 vì cửa hàng cũng có đưa ra ý kiến là trả hàng với chất vải cũng tốt [SEP] đóng gói bao bì đóng hộp",1
sp tốt nên mua nha mọi người anh không biết làm gì vậy anh không biết,chat_lieu,vải chất liệu vải thun cotton jean kaki,sp tốt nên mua nha mọi người anh không biết làm gì vậy anh không biết [SEP] vải chất liệu vải thun cotton jean kaki,0
quần đẹp vải tốt mà cửa hàng trả lời lâu quá,doi_tra,đổi trả hoàn tiền bảo hành,quần đẹp vải tốt mà cửa hàng trả lời lâu quá [SEP] đổi trả hoàn tiền bảo hành,0
chất liệu tốt nhưng mới mặt đã đứt chỉ,chat_luong,chất lượng tốt xấu thất vọng hài lòng,chất liệu tốt nhưng mới mặt đã đứt chỉ [SEP] chất lượng tốt xấu thất vọng hài lòng,0
cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,1
"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",0
1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua,gia_cong,đường may gia công chỉ may,1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua [SEP] đường may gia công chỉ may,1
"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày.",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày. [SEP] chất lượng tốt xấu thất vọng hài lòng",1
cạp quần chật. bình thường các hãng khác mình mặc kích cỡ 30 là vừa nhưng quần này chật hơn hẳn mặc dù theo bảng kích cỡ thì mình sẽ vừa 30,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,cạp quần chật. bình thường các hãng khác mình mặc kích cỡ 30 là vừa nhưng quần này chật hơn hẳn mặc dù theo bảng kích cỡ thì mình sẽ vừa 30 [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
chất liệu ổn nhưng kiểu dáng thiết kế nó cứ sao sao ấy phần không thì dài với rộng lắm mình mua nó bị rộng ạ,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,chất liệu ổn nhưng kiểu dáng thiết kế nó cứ sao sao ấy phần không thì dài với rộng lắm mình mua nó bị rộng ạ [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
kiểu dáng đẹp vải tốt phù hợp với giá tiền mà có 2 chỗ bị bung chỉ nên cho 4 sao thôi nhé,kieu_dang,kiểu dáng form thiết kế mẫu,kiểu dáng đẹp vải tốt phù hợp với giá tiền mà có 2 chỗ bị bung chỉ nên cho 4 sao thôi nhé [SEP] kiểu dáng form thiết kế mẫu,1
